,用户码,用户名称,景区码,景区名称
32071,2209,zhangwangke,7891,风穴寺
32075,3698,ywfn1113,7726,开封府
32077,3698,ywfn1113,7728,天波杨府
32082,6214,ffyq4513,9088,蝴蝶泉
32084,6214,ffyq4513,9086,天龙八部影视城
32085,6214,ffyq4513,4828,居延海
32087,6214,ffyq4513,9079,洱海
32089,1398,一起去漂游,7642,河南博物院
32091,1398,一起去漂游,7677,中国绿化博览园
32092,1398,一起去漂游,7727,龙亭公园
32095,2223,lsh17197,2023,玉皇顶
32096,2223,lsh17197,2040,云步桥
32098,2223,lsh17197,2036,碧霞祠
32099,2223,lsh17197,2033,五岳独尊
32100,2223,lsh17197,2017,岱庙
32103,2858,栗小喜儿,552,北港村
32108,1022,小Ca穷白领的...,7561,丽景门景区
32109,1022,小Ca穷白领的...,7726,开封府
32110,1022,小Ca穷白领的...,7589,中国国花园
32112,4571,爱旅游用户1874,7677,中国绿化博览园
32116,6524,爱旅游用户1875,7589,中国国花园
32119,6212,爱旅游用户1876,7647,二七纪念塔
32121,6212,爱旅游用户1876,7643,嵩山风景名胜区
32125,5076,Domi李,2650,屯溪老街
32126,5076,Domi李,2659,呈坎
32127,5076,Domi李,2719,宝纶阁
32128,5076,Domi李,2684,黎阳老街
32129,5687,154649560,4492,平遥古城
32132,5687,154649560,7737,开封包公祠
32134,5687,154649560,3746,清凉山
32136,316,飞行家瑜小鱼,7589,中国国花园
32138,316,飞行家瑜小鱼,7557,龙门石窟
32139,316,飞行家瑜小鱼,7558,洛邑古城
32140,316,飞行家瑜小鱼,7726,开封府
32141,7154,辣眼睛圆圆,7738,河南大学
32142,7154,辣眼睛圆圆,7563,洛阳博物馆
32144,7154,辣眼睛圆圆,7561,丽景门景区
32145,7154,辣眼睛圆圆,7649,二七广场
32146,1713,dbzf7626,820,灵隐寺
32147,1713,dbzf7626,823,西溪国家湿地公园
32148,1713,dbzf7626,836,雷峰塔
32150,1713,dbzf7626,104,南京路步行街
32151,1713,dbzf7626,100,上海科技馆
32156,849,王五李四,7680,郑州人民公园
32157,5540,琳美妍,7649,二七广场
32158,5540,琳美妍,7642,河南博物院
32159,5540,琳美妍,7726,开封府
32160,5540,琳美妍,7737,开封包公祠
32161,5540,琳美妍,7735,开封博物馆
32163,7013,xylh2514,7557,龙门石窟
32166,272,云儿就是我,9520,西安鼓楼
32167,272,云儿就是我,9500,回民街
32168,272,云儿就是我,9496,西安城墙
32170,272,云儿就是我,9495,大唐芙蓉园
32171,272,云儿就是我,9502,华清宫
32174,443,爱旅游用户1877,1694,栈桥
32175,443,爱旅游用户1877,1743,公主楼
32176,443,爱旅游用户1877,2008,第二海水浴场
32177,443,爱旅游用户1877,1702,信号山公园
32185,5551,爱旅游用户1878,7649,二七广场
32186,5551,爱旅游用户1878,9774,玉泉院
32189,5551,爱旅游用户1878,9776,北峰
32190,5551,爱旅游用户1878,9772,苍龙岭
32194,569,爱旅游用户1879,7642,河南博物院
32197,5453,jlu_wqc,7589,中国国花园
32198,5453,jlu_wqc,7560,白马寺
32200,1945,啦啦驴,5135,海南热带野生动植物园
32201,1945,啦啦驴,5826,南山寺
32209,1322,爱旅游用户1880,7652,嵩阳书院
32211,767,dreamer,7649,二七广场
32213,6903,doep4111,7707,郑州国际会展中心
32217,372,爱旅游用户1882,7643,嵩山风景名胜区
32218,372,爱旅游用户1882,7640,少林寺
32222,2270,三姐姐视界,7727,龙亭公园
32223,2270,三姐姐视界,7737,开封包公祠
32224,2270,三姐姐视界,7728,天波杨府
32225,2270,三姐姐视界,7732,中国翰园
32226,6817,Miss赵种草日...,7728,天波杨府
32227,6817,Miss赵种草日...,7727,龙亭公园
32228,6817,Miss赵种草日...,7726,开封府
32230,6817,Miss赵种草日...,7733,禹王台
32231,6541,徐逸安,7726,开封府
32234,6541,徐逸安,7734,宋都御街
32235,6541,徐逸安,7727,龙亭公园
32237,6541,徐逸安,7735,开封博物馆
32239,4173,爱旅游用户1883,7726,开封府
32242,5703,爱旅游用户1884,7728,天波杨府
32244,5703,爱旅游用户1884,7737,开封包公祠
32247,5703,爱旅游用户1884,7735,开封博物馆
32249,4077,秋色春光,7726,开封府
32250,4077,秋色春光,7737,开封包公祠
32252,4077,秋色春光,7727,龙亭公园
32253,4077,秋色春光,7728,天波杨府
32254,4155,爱旅游用户1885,7726,开封府
32255,4155,爱旅游用户1885,7727,龙亭公园
32261,3780,cp9125,7734,宋都御街
32264,3780,cp9125,7747,东京极地海洋馆
32265,3144,nxlu1175,7735,开封博物馆
32267,3144,nxlu1175,7727,龙亭公园
32268,3144,nxlu1175,7738,河南大学
32273,5378,爱旅游用户1887,7733,禹王台
32274,1432,冰鉴初心,7557,龙门石窟
32275,1432,冰鉴初心,7640,少林寺
32276,1432,冰鉴初心,7561,丽景门景区
32278,1432,冰鉴初心,7726,开封府
32279,1432,冰鉴初心,7727,龙亭公园
32280,1432,冰鉴初心,7736,万岁山
32281,1432,冰鉴初心,7734,宋都御街
32284,4582,常春藤QUEEN,7726,开封府
32285,4582,常春藤QUEEN,7560,白马寺
32286,4582,常春藤QUEEN,7562,洛阳老街
32288,5410,鼠猴妈妈,7727,龙亭公园
32289,5410,鼠猴妈妈,7734,宋都御街
32290,3698,ywfn1113,7726,开封府
32292,3698,ywfn1113,7728,天波杨府
32296,3698,ywfn1113,7727,龙亭公园
32297,1398,一起去漂游,7642,河南博物院
32299,1398,一起去漂游,7677,中国绿化博览园
32300,1398,一起去漂游,7727,龙亭公园
32304,3332,爱旅游用户1888,3732,赵云庙
32310,1022,小Ca穷白领的...,7726,开封府
32311,1022,小Ca穷白领的...,7589,中国国花园
32315,362,ioju8322,7726,开封府
32318,362,ioju8322,9509,西安碑林博物馆
32319,362,ioju8322,7697,塔林
32322,362,ioju8322,9500,回民街
32323,362,ioju8322,9501,骊山
32327,5472,tzmh3667,7726,开封府
32328,5472,tzmh3667,7740,中国菊园
32329,5687,154649560,4492,平遥古城
32332,5687,154649560,7737,开封包公祠
32334,5687,154649560,3746,清凉山
32335,3781,羽1984,7558,洛邑古城
32336,3781,羽1984,7561,丽景门景区
32338,3781,羽1984,7560,白马寺
32339,3781,羽1984,7557,龙门石窟
32342,45,爱旅游用户1889,7726,开封府
32345,45,爱旅游用户1889,7647,二七纪念塔
32347,45,爱旅游用户1889,7643,嵩山风景名胜区
32350,316,飞行家瑜小鱼,7589,中国国花园
32352,316,飞行家瑜小鱼,7557,龙门石窟
32353,316,飞行家瑜小鱼,7558,洛邑古城
32354,316,飞行家瑜小鱼,7726,开封府
32356,7154,辣眼睛圆圆,7738,河南大学
32357,7154,辣眼睛圆圆,7563,洛阳博物馆
32359,7154,辣眼睛圆圆,7561,丽景门景区
32360,7154,辣眼睛圆圆,7649,二七广场
32362,346,爱旅游用户1890,7557,龙门石窟
32363,346,爱旅游用户1890,7726,开封府
32369,2474,爱旅游用户1891,7726,开封府
32370,2474,爱旅游用户1891,7737,开封包公祠
32371,2474,爱旅游用户1891,2197,台儿庄古城
32375,1230,爱旅游用户1892,7642,河南博物院
32378,3859,白饭Jun的小...,7726,开封府
32380,3859,白饭Jun的小...,7562,洛阳老街
32381,3859,白饭Jun的小...,7634,国际牡丹园
32383,5540,琳美妍,7649,二七广场
32384,5540,琳美妍,7642,河南博物院
32385,5540,琳美妍,7726,开封府
32386,5540,琳美妍,7737,开封包公祠
32387,5540,琳美妍,7735,开封博物馆
32388,272,云儿就是我,7584,隋唐城遗址植物园
32390,272,云儿就是我,7560,白马寺
32392,272,云儿就是我,7726,开封府
32398,849,王五李四,7680,郑州人民公园
32399,1747,爱旅游用户1894,7727,龙亭公园
32400,1747,爱旅游用户1894,7728,天波杨府
32408,286,爱旅游用户1895,7736,万岁山
32409,286,爱旅游用户1895,7727,龙亭公园
32414,6493,船尾尾,2282,蜀山森林公园
32415,6493,船尾尾,7737,开封包公祠
32417,1394,爱旅游用户1896,7728,天波杨府
32419,1394,爱旅游用户1896,10687,鼓楼
32423,961,zbganggang,7726,开封府
32424,5885,相见争如不见,7752,红石峡
32425,5885,相见争如不见,7748,云台山风景名胜区
32426,5885,相见争如不见,7759,子房湖
32427,5885,相见争如不见,7769,泉瀑峡
32428,5885,相见争如不见,7763,云台天瀑
32429,5885,相见争如不见,7758,潭瀑峡
32432,4026,iwwu7122,7748,云台山风景名胜区
32433,4026,iwwu7122,7751,茱萸峰
32434,4026,iwwu7122,7764,猕猴谷
32435,4026,iwwu7122,7752,红石峡
32436,5396,爱旅游用户1898,7748,云台山风景名胜区
32438,4542,给自己想要的,7748,云台山风景名胜区
32439,4542,给自己想要的,7752,红石峡
32440,4542,给自己想要的,7759,子房湖
32441,4542,给自己想要的,7764,猕猴谷
32442,4542,给自己想要的,7751,茱萸峰
32443,4542,给自己想要的,7765,峰林峡
32444,4190,蓝-芷,7748,云台山风景名胜区
32445,4190,蓝-芷,7752,红石峡
32446,4190,蓝-芷,7759,子房湖
32447,883,lauyuu,7748,云台山风景名胜区
32449,883,lauyuu,7751,茱萸峰
32450,883,lauyuu,7768,叠彩洞
32452,4046,爱旅游用户1899,7750,太行山
32453,6305,风景故事,7753,青天河
32454,297,super-kathy,7748,云台山风景名胜区
32456,297,super-kathy,7752,红石峡
32457,297,super-kathy,7759,子房湖
32458,297,super-kathy,7758,潭瀑峡
32459,297,super-kathy,7769,泉瀑峡
32460,297,super-kathy,7751,茱萸峰
32462,4995,冯小宗,7757,万善寺
32463,4995,冯小宗,7758,潭瀑峡
32466,4995,冯小宗,7764,猕猴谷
32467,4995,冯小宗,7769,泉瀑峡
32468,5473,fcry3903,7750,太行山
32469,4823,瞄一瞄,7557,龙门石窟
32470,4823,瞄一瞄,7748,云台山风景名胜区
32471,4823,瞄一瞄,7769,泉瀑峡
32472,4823,瞄一瞄,7752,红石峡
32474,5687,154649560,4492,平遥古城
32477,5687,154649560,7737,开封包公祠
32480,5641,小渔的行旅日...,7753,青天河
32481,5641,小渔的行旅日...,7750,太行山
32486,6183,爱旅游用户1900,9517,大雁塔北广场
32487,6183,爱旅游用户1900,9500,回民街
32490,5352,爱旅游用户1901,7903,郭亮村
32491,4133,ljxv6382,7752,红石峡
32492,4133,ljxv6382,7751,茱萸峰
32493,4133,ljxv6382,7804,小寨沟
32494,1176,小板叔叔的侣...,7776,中国云台山世界地质公园青天河园区
32498,336,krwn6327,7754,神农山
32499,1797,爱旅游用户1902,1447,鸡鸣寺
32503,961,zbganggang,7726,开封府
32504,5133,菜尾蝗,7903,郭亮村
32505,2368,小小酥妈妈,3265,大连圣亚海洋世界
32506,2368,小小酥妈妈,3255,老虎滩海洋公园
32509,2368,小小酥妈妈,3269,大连森林动物园
32510,2368,小小酥妈妈,3253,星海广场
32511,917,她是夏天的情...,7823,龙潭沟景区
32513,917,她是夏天的情...,7818,龙潭沟
32514,2480,爱旅游用户1903,7836,五道幢
32515,3469,西部途行,6420,双月湾
32516,3691,chenailiuli,5831,广州塔
32518,3691,chenailiuli,5975,黄埔古港
32521,1064,七月-故事,7855,安阳天宁寺
32524,1396,熊顺,4349,云冈石窟
32525,1396,熊顺,4353,九龙壁
32527,1396,熊顺,4300,晋祠博物馆
32529,1396,熊顺,7839,殷墟
32531,3869,爱旅游用户1905,4544,红豆峡
32537,4184,夏--梦,7841,桃花谷
32538,4184,夏--梦,7843,王相岩
32542,3340,爱旅游用户1906,7750,太行山
32543,1124,樂樂大王,7839,殷墟
32544,1124,樂樂大王,7845,中国文字博物馆
32546,5391,梦回桃花源,7838,红旗渠
32547,5391,梦回桃花源,7837,太行大峡谷景区
32548,5391,梦回桃花源,7853,太行天路
32549,5391,梦回桃花源,7841,桃花谷
32550,5391,梦回桃花源,7843,王相岩
32551,1754,休闲步行者,7837,太行大峡谷景区
32553,6733,山雨欲来花满...,7883,尧山风景区
32554,2209,zhangwangke,7897,汝瓷博物馆
32555,2209,zhangwangke,7891,风穴寺
32558,2872,觉非行记,7903,郭亮村
32560,4646,爱旅游用户1907,7903,郭亮村
32562,319,亲爱的妈咪66,7903,郭亮村
32563,319,亲爱的妈咪66,7905,八里沟景区
32565,362,ioju8322,4513,双林寺
32566,362,ioju8322,4492,平遥古城
32567,362,ioju8322,7903,郭亮村
32569,362,ioju8322,7912,挂壁公路
32570,362,ioju8322,7906,万仙山景区
32572,362,ioju8322,7726,开封府
32573,5483,小钰微博,7903,郭亮村
32574,5483,小钰微博,7560,白马寺
32576,5483,小钰微博,7561,丽景门景区
32577,5483,小钰微博,7573,天子驾六博物馆
32579,5473,fcry3903,7750,太行山
32582,6741,旅行居,10724,沙坡头
32584,6741,旅行居,10679,贺兰山岩画
32586,2861,珍惜有你_198...,7906,万仙山景区
32587,2861,珍惜有你_198...,7923,中华影视村
32588,2861,珍惜有你_198...,7903,郭亮村
32589,5370,果果爸爱遛娃,7906,万仙山景区
32591,5133,菜尾蝗,7903,郭亮村
32594,4437,qunar_334745...,7928,阏伯台
32595,4437,qunar_334745...,7929,燧皇陵
32596,4437,qunar_334745...,7934,八关斋
32597,4437,qunar_334745...,7925,应天书院
32601,2209,zhangwangke,2583,花戏楼
32602,2209,zhangwangke,2584,南京巷钱庄
32603,2209,zhangwangke,2582,曹操运兵道
32604,2209,zhangwangke,2592,亳州博物馆
32605,4685,德玉设,1683,周庄南湖
32606,4685,德玉设,7924,芒砀山
32612,4536,如萍如梦,7935,三门峡大坝
32615,3636,风云天下9955,7938,函谷关历史文化旅游区
32616,2270,三姐姐视界,7947,郝堂村
32622,1115,李大爷,6270,华阳湖湿地公园
32627,6586,爱旅游用户1910,10011,长城博物馆
32629,5144,爱旅游用户1911,7982,小沟背风景区
32631,5631,林上清风,7979,五龙口风景区
32633,4379,岁月静好-刚...,3997,云梦山风景区
32642,2465,爱旅游用户1912,7992,神垕古镇
32644,1042,爱旅游用户1913,8855,人民公园
32646,1042,爱旅游用户1913,88,东方明珠
32650,4164,kacyer,8027,武汉大学
32651,4164,kacyer,8025,户部巷
32652,4164,kacyer,8026,湖北省博物馆
32654,4164,kacyer,8048,古琴台
32655,4164,kacyer,8030,昙华林
32657,4164,kacyer,8016,黄鹤楼
32658,2209,zhangwangke,8024,武汉长江大桥
32659,2209,zhangwangke,8021,东湖
32660,2209,zhangwangke,8027,武汉大学
32661,2209,zhangwangke,8034,晴川阁
32663,2209,zhangwangke,8025,户部巷
32664,2209,zhangwangke,8030,昙华林
32665,2209,zhangwangke,8053,江汉关博物馆
32668,560,-HDD-,8018,江汉路步行街
32669,560,-HDD-,8053,江汉关博物馆
32673,3801,旅行家思远,8024,武汉长江大桥
32674,3801,旅行家思远,8018,江汉路步行街
32676,3801,旅行家思远,8016,黄鹤楼
32678,3801,旅行家思远,8040,归元禅寺
32679,2667,Chloecu,8027,武汉大学
32680,2667,Chloecu,8025,户部巷
32684,2667,Chloecu,8016,黄鹤楼
32685,6721,小然哥哥,8027,武汉大学
32690,3338,走吧益达,8040,归元禅寺
32691,3338,走吧益达,8024,武汉长江大桥
32692,3338,走吧益达,8078,大禹神话园
32693,3338,走吧益达,8016,黄鹤楼
32694,3338,走吧益达,8027,武汉大学
32697,1847,猫成,8036,武汉科技馆
32698,1847,猫成,8054,武汉杜莎夫人蜡像馆
32700,3589,兰飞2333,8026,湖北省博物馆
32703,3589,兰飞2333,8028,楚河汉街
32704,3589,兰飞2333,8048,古琴台
32705,3589,兰飞2333,8030,昙华林
32706,3589,兰飞2333,8025,户部巷
32707,3041,爱旅游用户1914,8027,武汉大学
32708,3041,爱旅游用户1914,8024,武汉长江大桥
32709,3041,爱旅游用户1914,9266,龟山公园
32710,3041,爱旅游用户1914,8090,首义广场
32711,3041,爱旅游用户1914,8063,汉阳造艺术区
32712,3041,爱旅游用户1914,8042,吉庆街
32716,898,zw_yjsc,8028,楚河汉街
32718,5062,wbtt77,8037,黎黄陂路
32719,5062,wbtt77,8024,武汉长江大桥
32722,5062,wbtt77,8018,江汉路步行街
32724,1323,quangai92,8024,武汉长江大桥
32725,1323,quangai92,8016,黄鹤楼
32730,5871,小阿姚1994,8018,江汉路步行街
32731,5871,小阿姚1994,8024,武汉长江大桥
32733,5871,小阿姚1994,8021,东湖
32734,5871,小阿姚1994,8027,武汉大学
32739,4567,爱旅游用户1915,8025,户部巷
32740,4567,爱旅游用户1915,8024,武汉长江大桥
32741,4567,爱旅游用户1915,8016,黄鹤楼
32742,210,爱旅游用户1916,8027,武汉大学
32743,210,爱旅游用户1916,8024,武汉长江大桥
32745,210,爱旅游用户1916,8018,江汉路步行街
32746,210,爱旅游用户1916,8021,东湖
32748,5169,小囧熊,8044,木兰天池
32750,6999,毛毛小二哥,8030,昙华林
32751,6999,毛毛小二哥,8027,武汉大学
32753,6999,毛毛小二哥,8063,汉阳造艺术区
32756,2145,ludashizaici,8016,黄鹤楼
32757,3102,爱旅游用户1917,8025,户部巷
32758,3102,爱旅游用户1917,8030,昙华林
32759,3102,爱旅游用户1917,8024,武汉长江大桥
32760,3102,爱旅游用户1917,8016,黄鹤楼
32761,3102,爱旅游用户1917,8021,东湖
32762,3102,爱旅游用户1917,8035,东湖落雁景区
32763,3102,爱旅游用户1917,8027,武汉大学
32764,3102,爱旅游用户1917,8026,湖北省博物馆
32765,230,米小健,8027,武汉大学
32768,230,米小健,8025,户部巷
32769,230,米小健,8021,东湖
32770,230,米小健,8024,武汉长江大桥
32776,3466,山野幽居,8027,武汉大学
32780,3466,山野幽居,8025,户部巷
32781,4159,根兒,8027,武汉大学
32782,4159,根兒,8047,东湖磨山景区
32784,4159,根兒,8040,归元禅寺
32785,4159,根兒,8018,江汉路步行街
32786,1447,不爱豆角,8027,武汉大学
32787,1447,不爱豆角,8021,东湖
32788,1447,不爱豆角,8028,楚河汉街
32789,1447,不爱豆角,8042,吉庆街
32790,1447,不爱豆角,8037,黎黄陂路
32793,500,爱旅游用户1919,8024,武汉长江大桥
32795,500,爱旅游用户1919,8034,晴川阁
32796,500,爱旅游用户1919,8063,汉阳造艺术区
32798,500,爱旅游用户1919,8027,武汉大学
32799,500,爱旅游用户1919,8030,昙华林
32800,3864,爱旅游用户1920,8024,武汉长江大桥
32801,3864,爱旅游用户1920,8018,江汉路步行街
32802,3864,爱旅游用户1920,8025,户部巷
32803,3864,爱旅游用户1920,8095,洞庭街
32804,3864,爱旅游用户1920,8053,江汉关博物馆
32806,4914,aimee哈哈,8027,武汉大学
32807,4914,aimee哈哈,8028,楚河汉街
32808,4914,aimee哈哈,8030,昙华林
32810,4914,aimee哈哈,8060,湖北美术馆
32811,4914,aimee哈哈,8026,湖北省博物馆
32812,1666,hoog3348,8024,武汉长江大桥
32813,1666,hoog3348,8034,晴川阁
32814,1666,hoog3348,8078,大禹神话园
32815,1666,hoog3348,8026,湖北省博物馆
32816,1666,hoog3348,8060,湖北美术馆
32817,1666,hoog3348,8021,东湖
32818,4074,爱旅游用户1921,8027,武汉大学
32819,4074,爱旅游用户1921,8026,湖北省博物馆
32820,4074,爱旅游用户1921,8021,东湖
32822,4074,爱旅游用户1921,8048,古琴台
32823,4074,爱旅游用户1921,8024,武汉长江大桥
32826,4811,_Hey_Jude_,8030,昙华林
32827,4811,_Hey_Jude_,8025,户部巷
32828,4811,_Hey_Jude_,8016,黄鹤楼
32829,4811,_Hey_Jude_,8063,汉阳造艺术区
32830,2070,余頭Rachel,8044,木兰天池
32832,2070,余頭Rachel,8033,木兰山
32833,2070,余頭Rachel,8029,锦里沟
32834,2070,余頭Rachel,8017,木兰草原
32835,4748,夭夭1110,8027,武汉大学
32836,4748,夭夭1110,8058,珞珈山
32839,4748,夭夭1110,8016,黄鹤楼
32842,1179,lovemyfenghu...,8024,武汉长江大桥
32844,1179,lovemyfenghu...,8016,黄鹤楼
32845,1179,lovemyfenghu...,8044,木兰天池
32847,1179,lovemyfenghu...,8027,武汉大学
32848,1179,lovemyfenghu...,8021,东湖
32849,3793,kect7906,8024,武汉长江大桥
32850,3793,kect7906,8026,湖北省博物馆
32851,3793,kect7906,8027,武汉大学
32852,3793,kect7906,8028,楚河汉街
32853,3793,kect7906,8030,昙华林
